source	target
DCTN1	HLA-DQB2
DCTN1	HLA-DRB5
DCTN1	RAB6A
CYB561	CDIPT
CYB561	VAPB
CYB561	HMDB0003178
SCAF1	CIB1
LRIG3	EGFR
PDIA4	PDIA6
PDIA4	CAPN2
PDIA4	CDK2
PDIA4	PARK2
LMTK2	STYX
HMDB0006523	PPT1
DUOXA1	LYN
EPB41	CASK
EPB41	CRYAB
EPB41	FHL1
EPB41	APP
EPB41	EGFR
EPB41	MAPRE1
EPB41	CDK2
EPB41	HPRT1
HSPA2	ABHD15
HSPA2	TRIM38
HSPA2	APP
HSPA2	EGFR
HSPA2	AKAP5
HSPA2	EWSR1
HSPA2	HSPA1B
HSPA2	NCOA2
HSPA2	PARK2
HSPA2	UBE2I
RABEP1	VPS53
RABEP1	TRAPPC2L
RABEP1	TSC2
RABEP1	NCAPD2
RABEP1	GGA1
RABEP1	AP1G1
BDNF	NTF4
BDNF	APP
BDNF	LOC102724334
BDNF	NTF3
RAB6A	NOTCH1
RAB6A	GCC2
RAB6A	HRAS
RAB6A	BICD1
RAB6A	RAB8B
HSPB1	TXNL1
HSPB1	HNRNPH3
HSPB1	ACTN4
HSPB1	CRYAB
HSPB1	HSF1
HSPB1	MYC
HSPB1	CLU
HSPB1	EGFR
HSPB1	HNRNPA2B1
HSPB1	HSPA1B
HSPB1	HSPB8
HSPB1	PRKDC
HSPB1	UBE2I
SUFU	GLIS3
TXNL1	MYC
TXNL1	NCAPD2
TXNL1	PDIA6
TXNL1	URM1
SLC22A8	HMDB0000121
REEP2	BNIP3
REEP2	ORMDL3
PILRB	LYN
FBP1	FBP2
FBP1	PARK2
CLTB	AMPH
TYROBP	TREM2
TYROBP	PLXNA1
TYROBP	TMEM86A
HLA-DQB2	HLA-DQA2
HLA-DQB2	AP2M1
HLA-DQB2	AP1G1
HLA-DQB2	HLA-DQA1
PLD3	HNRNPH3
PLD3	APP
PLD3	EGFR
PLD3	HRAS
PLD3	HMDB0000097
GABRA5	GABRG2
HLA-DQA1	AP2M1
HLA-DQA1	AP1G1
HLA-DQA1	APLP1
HLA-DQA1	HLA-DRB5
ERCC4	EME1
ERCC4	EGFR
ERCC4	ERCC2
ERCC4	TACC1
HNRNPH3	CUL1
HNRNPH3	DDX17
HNRNPH3	HNRNPA2B1
HNRNPH3	MYC
HNRNPH3	PARK2
VAPB	VDAC3
VAPB	APP
VAPB	STX1A
VAPB	GAPDH
VAPB	UQCRFS1
NLGN3	ALPP
NLGN3	GDF15
NLGN3	SNTG2
MS4A2	APP
MS4A2	LYN
MS4A2	TMEM86A
FGF14	MAOB
EME1	APP
EME1	RAD54L
STYX	EGFR
AKAP9	HRAS
AKAP9	MAPRE1
AKAP9	CAMK2G
PROCR	GDE1
TYW5	SUN1
PGD	MYC
PGD	CDK2
KAT8	PRKDC
STAT5B	PDHX
STAT5B	APP
STAT5B	EGFR
STAT5B	ANKMY2
STAT5B	TFG
STAT5B	LYN
STAT5B	HNRNPA2B1
STAT5B	STAP2
STAT5B	CUX1
STAT5B	LGALS14
SLC16A5	HSPB8
MYC	WT1
MYC	MBTD1
MYC	TFAM
MYC	NOTCH1
MYC	DSG2
MYC	DHX36
MYC	PAFAH1B3
MYC	NCAPD2
MYC	MYCBP2
MYC	BNIP3
MYC	SMTN
MYC	XRCC6
MYC	SRSF9
MYC	AGPS
MYC	AP1G1
MYC	AP2M1
MYC	APP
MYC	BLMH
MYC	CAPG
MYC	CBFA2T3
MYC	CDK2
MYC	CUL1
MYC	DDX17
MYC	FARSB
MYC	FHL2
MYC	GAPDH
MYC	HNRNPA2B1
MYC	HSPA1B
MYC	HSPB8
MYC	IGF2BP1
MYC	LARP1
MYC	LMNB1
MYC	LTA4H
MYC	NCOA2
MYC	PHGDH
MYC	PIP
MYC	PLIN3
MYC	PPT1
MYC	PRKDC
MYC	PTK2B
MYC	RAD54L
MYC	RIN3
MYC	RNF115
MYC	SCRIB
MYC	SLC16A1
MYC	SPATA13
MYC	SUV39H1
MYC	TFB1M
MYC	TMEM135
MYC	TRIM2
MYC	UBR2
AMPH	RIN3
AMPH	SGIP1
AMPH	AP2M1
SEPT5	APP
SEPT5	PARK2
PLIN1	NCOA2
SLC22A7	HMDB0001032
SLC22A7	HMDB0000121
HMDB0011637	CYP3A4
FHL1	APP
FHL1	FHL2
FHL1	TTN
PRTN3	SERPINA1
FHL2	WT1
FHL2	APP
FHL2	TTN
FHL2	DUSP10
FHL2	NCOA2
FHL2	PSEN2
FHL2	SIGLEC6
ZKSCAN4	LXN
SPON1	APLP1
SPON1	APP
STX10	STX1A
CYGB	HMDB0003178
ROS1	EGFR
SRSF9	APP
SRSF9	HNRNPA2B1
SRSF9	PARK2
NME8	APP
NME8	REPIN1
BLMH	APP
BLMH	HRAS
BLMH	UBE2I
BLMH	MAPRE1
GALNT7	ANTXR1
RIN3	NCK1
RIN3	SUV39H1
SLC16A1	HMDB0000042
SLC16A1	HRAS
APP	TACR3
APP	NOTCH1
APP	TRAPPC2L
APP	TREM2
APP	PLCB1
APP	CRYAB
APP	HPGD
APP	ZNHIT1
APP	SGIP1
APP	WARS
APP	USP6NL
APP	MAP2
APP	APOE
APP	RNF115
APP	ADAM10
APP	ANTXR1
APP	APLP1
APP	ARHGEF12
APP	C11orf71
APP	CD36
APP	CDIPT
APP	CES3
APP	CINP
APP	CLU
APP	DDX17
APP	DEDD
APP	EGFR
APP	FAM114A2
APP	FERMT2
APP	GAPDH
APP	GGA1
APP	GNAI1
APP	GTPBP1
APP	GYS1
APP	HOMER2
APP	HOMER3
APP	LPL
APP	MAD2L1
APP	MAP2K4
APP	MAPRE1
APP	MOB1B
APP	NUAK1
APP	OPN4
APP	ORMDL3
APP	PARK2
APP	PHGDH
APP	PLCD1
APP	PLIN3
APP	PSEN2
APP	RAB8B
APP	RPF2
APP	TMEM53
APP	TOMM40
APP	UBE2I
APP	USP12
GGA1	AP1AR
TACR3	OPN4
TACR3	PLCB1
ANKMY2	HSF1
ANKMY2	PLIN3
GJB2	ANTXR1
AP2M1	PJA2
AP2M1	GPR156
AP2M1	EGFR
AP2M1	HRAS
AP2M1	HLA-DQA2
AP2M1	ATG9A
AP2M1	AP1G1
AP2M1	GAPDH
AP2M1	GLP1R
AP2M1	HLA-DRB5
AP2M1	HNRNPA2B1
AP2M1	HSPA1B
AP2M1	MAP4
AP2M1	PRKDC
AP2M1	SYNPO
ACSM1	SLC22A16
ACSM1	MAGEA2
ROM1	ORMDL3
ROM1	PHGDH
GYS1	CUL1
PTK2B	RB1CC1
PTK2B	EGFR
PTK2B	EWSR1
PTK2B	LYN
STIM1	TRPC1
STIM1	MAPRE1
STIM1	PPP3R1
ATG9A	ANKRD10
PSEN2	NOTCH1
PSEN2	RNF115
PSEN2	CIB1
PSEN2	ADAM10
PSEN2	AP1G1
HSF1	HSPA1B
HSF1	MAD2L1
HSF1	PLIN3
HSF1	PRKDC
HSF1	UBE2I
HSF1	XRCC6
MAP2K4	FBP2
MAP2K4	EGFR
APOE	TREM2
APOE	MAP2
APOE	AGPS
APOE	LPL
APOE	UBE2I
HLA-DQA2	AP1G1
HLA-DQA2	HLA-DRB5
STAP2	EGFR
PLXNA1	TREM2
PLXNA1	HRAS
GLP1R	PLCB1
GLP1R	APLP1
GLP1R	SERPINA1
GLP1R	SLC31A2
HMDB0005403	LPL
MYOM1	TTN
UNC5C	DAPK1
TBXAS1	HMDB0003178
LOC102724334	TTN
ANTXR1	IL13RA2
CNTN5	APLP1
NCKAP1	CAP2
NCKAP1	NCK1
ACTN4	SLC9A3R1
ACTN4	CAMK2G
ACTN4	EGFR
ACTN4	MYOZ2
ACTN4	SCRIB
ACTN4	SVIL
ACTN4	SYNPO
ACTN4	TTN
ACTN4	USP6NL
ACTN4	LARP1
ACTN4	DDX17
ACTN4	GAPDH
ACTN4	HNRNPA2B1
HNRNPA2B1	EGFR
HNRNPA2B1	TTN
HNRNPA2B1	DDX17
HNRNPA2B1	IGF2BP1
HNRNPA2B1	CUL1
HNRNPA2B1	PARK2
HNRNPA2B1	TRIM35
HNRNPA2B1	GAPDH
PLIN3	DSG2
PLIN3	PHGDH
PPP3R1	CIB1
USP12	NOTCH1
CYP21A2	HMDB0003178
PDHX	EWSR1
PDHX	XRCC6
PDHX	UQCRFS1
PDHX	VDAC3
FRA10AC1	MOB2
SCIMP	LYN
HMDB0004950	PIGN
HMDB0004950	UGT8
HMDB0004950	GBA
NCAPH	HIST2H2AC
NCAPH	NCAPD2
NCAPH	EGFR
NCAPH	LMNB1
NCAPH	CAPG
BRCA2	CDK2
SLC2A3	HRAS
HRAS	NOTCH1
HRAS	DSG2
HRAS	PLCB1
HRAS	RNF115
HRAS	EGFR
HRAS	ADD1
HRAS	CAMK2G
HRAS	LYN
HRAS	MPP5
HRAS	RAPGEF2
HRAS	SCRIB
HRAS	SIGLEC6
HRAS	SLC16A3
XBP1	PDIA6
XBP1	ADD1
XBP1	UBE2I
TOMM40	PARK2
SLC22A16	LYN
SLC22A16	PXMP2
TFB2M	TFAM
HMDB0003178	CYP3A4
HMDB0003178	POR
HMDB0003178	UROD
HMDB0003178	CYP3A43
HMDB0003178	CYP3A5
CCDC141	HOMER3
MYB	MYOZ2
MYB	UBE2I
CTDP1	HIST2H2AC
CTDP1	ERCC2
CTDP1	PRKDC
MINDY4	PJA2
HMDB0001134	HS6ST2
TFG	CRYAB
TFG	UBE2I
TFG	BICC1
TFG	CUL1
TFG	EWSR1
COX6A1	LXN
COX6A1	UQCRFS1
NCOA2	MEF2C
NCOA2	DDX17
NCOA2	PRKDC
NCOA2	CD36
NCOA2	LPL
FJX1	PIGN
PAFAH1B3	GAPDH
PAFAH1B3	XRCC6
PAFAH1B3	HMDB0000042
DFNB31	CASK
BICD1	AP1G1
MAL	STX1A
TIA1	CUL1
DAPK1	STX1A
DAPK1	TSC2
SLC22A24	EWSR1
ADD1	MAPRE1
POTEI	CAP2
POTEI	NUS1
GAPDH	CASK
GAPDH	SVIL
GAPDH	EGFR
GAPDH	DDX17
GAPDH	LARP1
GAPDH	FERMT2
GAPDH	CUL1
GAPDH	CDK2
GAPDH	PARK2
ARHGEF12	EGFR
ARHGEF12	GNAI1
CINP	CDK2
MPP5	SNTG2
MPP5	HOMER3
CASK	ADAM10
CASK	ELL2
CASK	PARK2
CASK	SMEK1
MYOZ2	EWSR1
SCRIB	EXOSC10
SCRIB	SLC16A3
UBE2I	WT1
UBE2I	MEF2C
UBE2I	CAPN2
UBE2I	TRIM38
UBE2I	RNF115
UBE2I	LMNB1
UBE2I	CAMK2G
UBE2I	CDK2
UBE2I	COG1
UBE2I	PRKDC
UBE2I	STX1A
UBE2I	TTN
CHIT1	HMDB0000215
POR	XRCC6
POR	CYP3A4
TREM2	CLU
AP1G1	BLOC1S3
AP1G1	EGFR
AP1G1	AP1AR
AP1G1	HLA-DRB5
PIP	XRCC6
PIP	PARK2
CHL1	CNTN6
CHL1	FERMT2
EWSR1	MOB2
EWSR1	EGFR
EWSR1	CUL1
NUAK1	CUL1
GNAI1	PLCB1
GNAI1	SVIL
GNAI1	EGFR
GNAI1	RGS7
DSG2	EGFR
DSG2	SYNPO
TFB1M	TFAM
HIST2H2AC	UBR2
WT1	HSPA1B
WT1	KRTAP10-6
SYT1	STX1A
SYT1	SLC4A10
NOTCH1	ADAM10
NOTCH1	CUL1
NOTCH1	DDX17
NOTCH1	MEF2C
NOTCH1	PRKDC
NOTCH1	XRCC6
SUN1	LMNB1
HMDB0000595	SLC4A10
CDIPT	EGFR
MAP2	MAP4
COG1	EGFR
MAP4	NCK1
SLC16A3	HPCA
PARK2	PDIA6
PARK2	VDAC3
PARK2	XRCC6
PARK2	LMNB1
PARK2	AGPS
PARK2	DDX17
PARK2	GBA
PARK2	IGF2BP1
PARK2	CUL1
PARK2	HSPA1B
ZNHIT1	KRTAP10-6
LTA4H	HMDB0001337
RNF126	XRCC6
RNF126	EGFR
HSPB3	HSPB8
GDE1	LRATD2
GDE1	HMDB0000097
RNF115	EGFR
MYCBP2	PDIA6
MYCBP2	CLU
MYCBP2	EGFR
MYCBP2	TTN
NBR1	CIB1
NBR1	TTN
RB1CC1	IL13RA2
RB1CC1	ITIH5
SH3D21	EGFR
SH3D21	ADAM10
CLU	NLGN2
CLU	XRCC6
CLU	EGFR
CLU	CUL1
MOB2	MOB1B
RAPGEF2	TTN
RAPGEF2	HSPA1B
LRATD2	UROD
TRPA1	AKAP5
MAPRE1	CDK2
MAPRE1	HSPA1B
MAPRE1	MAD2L1
MAPRE1	SYNPO
NCK1	EGFR
NCK1	ADAM10
NCK1	INPP5D
NCK1	SYNPO
CAMK2G	EGFR
CAMK2G	AKAP5
CAPN2	PCYT2
HOMER3	TRPC1
HOMER3	TRPC5
GCLM	EGFR
XRCC6	CDK2
XRCC6	DDX17
XRCC6	EGFR
XRCC6	FARSB
XRCC6	PRKDC
PLCB1	SLC9A3R1
PLCB1	OPN4
PLCB1	TRPC7
CD36	LYN
BNIP3	SLC31A2
HMDB0000097	SLC22A1
CRYAB	HSPB8
CRYAB	TTN
TLR1	DHX36
LYN	SVIL
LYN	EGFR
LYN	CDK2
LYN	INPP5D
LYN	PRKDC
HMDB0001059	INPP5D
LARP1	CUL1
CAP2	EGFR
TRPC1	TRPC5
TRPC1	TRPC7
STX1A	SLC4A10
TRPC7	TRPC5
EXOSC10	DHX36
EXOSC10	CIB1
EXOSC10	TTN
CIB1	GLIS3
CIB1	PRKDC
SYNPO	CDK2
MAD2L1	ADAM10
SLC9A3R1	CNGA2
SLC9A3R1	EGFR
SLC9A3R1	TACC1
SLC9A3R1	TRPC5
SLC9A3R1	UQCRFS1
DHX36	DDX17
PDIA6	CDK2
PDIA6	CUL1
ZNF57	SUV39H1
HSPA1B	TRIM38
HSPA1B	EGFR
HSPA1B	TTN
HSPA1B	CUL1
CDK2	TTN
CDK2	DDX17
CDK2	PRKDC
CDK2	PHGDH
CDK2	CUL1
IL13RA2	EGFR
PHGDH	EGFR
PHGDH	TTN
PHGDH	PRKDC
PHGDH	UQCRFS1
HMDB0000895	SLC22A1
CUL1	DDX17
CUL1	IGF2BP1
UROD	EGFR
EGFR	ADAM10
EGFR	PRKDC
EGFR	SEC61B
AKAP5	SUV39H1
VDAC3	UQCRFS1
